frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
6813.26,2.97,-2.44,3.41,-2.00,2.05,2.04,1.12,5.02,5.46,5.41
6881.39,2.91,-2.40,3.42,-1.90,1.95,1.94,1.14,4.86,5.37,5.31
6950.21,2.79,-2.43,3.41,-1.81,1.84,1.84,1.16,4.63,5.25,5.22
7019.71,2.65,-2.48,3.38,-1.74,1.74,1.73,1.17,4.39,5.12,5.13
7089.91,2.52,-2.52,3.36,-1.66,1.64,1.63,1.19,4.16,5.00,5.04
7160.81,2.38,-2.56,3.34,-1.57,1.55,1.53,1.21,3.93,4.89,4.94
7232.41,2.28,-2.55,3.32,-1.47,1.46,1.43,1.22,3.74,4.78,4.83
7304.74,2.21,-2.51,3.31,-1.37,1.37,1.33,1.23,3.58,4.68,4.72
7377.79,2.17,-2.44,3.29,-1.27,1.27,1.25,1.25,3.44,4.57,4.61
7451.56,2.18,-2.32,3.27,-1.18,1.18,1.16,1.26,3.36,4.45,4.50
7526.08,2.26,-2.13,3.24,-1.09,1.09,1.08,1.27,3.35,4.33,4.39
7601.34,2.40,-1.89,3.21,-1.00,1.01,1.00,1.28,3.41,4.22,4.29
7677.35,2.55,-1.64,3.16,-0.92,0.93,0.93,1.28,3.48,4.10,4.19
7754.13,2.73,-1.36,3.11,-0.86,0.86,0.86,1.29,3.59,3.97,4.09
7831.67,2.93,-1.06,3.05,-0.79,0.80,0.80,1.29,3.73,3.85,3.99
7909.98,3.11,-0.78,2.98,-0.74,0.74,0.74,1.28,3.85,3.72,3.89
7989.08,3.32,-0.47,2.91,-0.68,0.68,0.69,1.28,3.99,3.59,3.79
8068.98,3.61,-0.07,2.84,-0.63,0.62,0.64,1.27,4.23,3.46,3.68
8149.67,3.82,0.25,2.77,-0.58,0.57,0.59,1.26,4.39,3.34,3.57
8231.16,4.04,0.59,2.70,-0.52,0.52,0.54,1.25,4.55,3.22,3.45
8313.47,4.22,0.89,2.63,-0.46,0.47,0.50,1.23,4.69,3.10,3.34
8396.61,4.38,1.15,2.55,-0.42,0.42,0.46,1.22,4.80,2.97,3.23
8480.57,4.56,1.44,2.47,-0.37,0.38,0.42,1.19,4.94,2.84,3.12
8565.38,4.68,1.69,2.38,-0.33,0.33,0.39,1.17,5.01,2.71,2.99
8651.03,4.72,1.86,2.29,-0.30,0.29,0.35,1.14,5.01,2.58,2.86
8737.54,4.72,1.99,2.20,-0.26,0.26,0.32,1.12,4.98,2.45,2.73
8824.92,4.67,2.07,2.10,-0.23,0.23,0.29,1.09,4.89,2.33,2.60
8913.17,4.54,2.07,2.01,-0.20,0.20,0.26,1.06,4.74,2.21,2.47
9002.30,4.41,2.06,1.91,-0.18,0.18,0.24,1.02,4.59,2.09,2.35
9092.32,4.27,2.07,1.81,-0.16,0.16,0.21,0.99,4.43,1.98,2.20
9183.25,4.13,2.08,1.70,-0.14,0.15,0.18,0.96,4.28,1.86,2.05
9275.08,4.07,2.17,1.59,-0.14,0.15,0.16,0.92,4.22,1.74,1.90
9367.83,3.96,2.21,1.47,-0.15,0.15,0.14,0.89,4.11,1.62,1.76
9461.51,3.72,2.11,1.34,-0.16,0.16,0.12,0.85,3.88,1.50,1.61
9556.12,3.51,2.06,1.22,-0.17,0.17,0.10,0.81,3.68,1.39,1.45
9651.68,3.35,2.08,1.10,-0.18,0.19,0.08,0.78,3.54,1.29,1.27
9748.20,3.12,2.03,0.97,-0.20,0.21,0.06,0.74,3.33,1.18,1.10
9845.68,2.72,1.81,0.84,-0.22,0.22,0.04,0.71,2.95,1.07,0.92
9944.14,2.36,1.61,0.72,-0.25,0.23,0.02,0.67,2.59,0.95,0.75
10043.58,1.94,1.36,0.60,-0.27,0.24,0.00,0.64,2.17,0.83,0.58
10144.02,1.57,1.16,0.45,-0.25,0.23,-0.01,0.61,1.80,0.68,0.41
10245.46,1.21,0.97,0.30,-0.22,0.23,-0.03,0.57,1.44,0.53,0.24
10347.91,0.69,0.62,0.15,-0.20,0.21,-0.05,0.54,0.90,0.36,0.07
10451.39,0.19,0.29,-0.01,-0.18,0.19,-0.06,0.51,0.38,0.18,-0.10
10555.91,-0.33,-0.05,-0.16,-0.16,0.17,-0.08,0.48,-0.16,0.00,-0.27
10661.46,-0.87,-0.41,-0.32,-0.14,0.14,-0.09,0.45,-0.73,-0.18,-0.45
10768.08,-1.53,-0.88,-0.48,-0.11,0.11,-0.10,0.42,-1.42,-0.37,-0.65
10875.76,-2.36,-1.52,-0.65,-0.09,0.09,-0.12,0.39,-2.27,-0.56,-0.84
10984.52,-3.73,-2.69,-0.82,-0.07,0.07,-0.13,0.36,-3.66,-0.75,-1.04
11094.36,-5.17,-3.93,-0.99,-0.05,0.05,-0.14,0.33,-5.12,-0.94,-1.24
11205.31,-6.05,-4.62,-1.16,-0.03,0.03,-0.16,0.30,-6.02,-1.13,-1.43
11317.36,-5.66,-4.01,-1.33,-0.01,0.01,-0.17,0.28,-5.66,-1.33,-1.65
11430.53,-4.90,-3.03,-1.51,0.01,-0.01,-0.18,0.25,-4.92,-1.52,-1.87
11544.84,-4.31,-2.23,-1.69,0.03,-0.03,-0.19,0.22,-4.35,-1.72,-2.08
11660.29,-3.83,-1.53,-1.87,0.06,-0.06,-0.20,0.20,-3.89,-1.93,-2.30
11776.89,-3.35,-0.83,-2.06,0.08,-0.08,-0.21,0.17,-3.43,-2.13,-2.52
11894.66,-2.94,-0.23,-2.24,0.10,-0.10,-0.22,0.15,-3.04,-2.34,-2.71
12013.60,-2.96,-0.05,-2.43,0.12,-0.12,-0.23,0.12,-3.08,-2.55,-2.91
12133.74,-2.99,0.11,-2.63,0.14,-0.14,-0.24,0.10,-3.12,-2.76,-3.10
12255.08,-3.18,0.11,-2.82,0.16,-0.16,-0.25,0.07,-3.34,-2.98,-3.29
12377.63,-3.12,0.36,-3.02,0.18,-0.18,-0.26,0.04,-3.29,-3.20,-3.48
12501.41,-3.09,0.58,-3.22,0.20,-0.20,-0.27,0.02,-3.29,-3.41,-3.67
12626.42,-3.75,0.11,-3.42,0.22,-0.22,-0.28,-0.01,-3.96,-3.64,-3.86
12752.68,-4.49,-0.44,-3.62,0.24,-0.24,-0.29,-0.04,-4.73,-3.86,-4.05
12880.21,-4.74,-0.50,-3.83,0.26,-0.26,-0.30,-0.06,-4.99,-4.09,-4.24
13009.01,-4.22,0.21,-4.04,0.27,-0.27,-0.30,-0.09,-4.50,-4.32,-4.43
13139.10,-3.42,1.20,-4.25,0.29,-0.29,-0.31,-0.12,-3.71,-4.55,-4.62
13270.49,-2.73,2.07,-4.47,0.31,-0.31,-0.32,-0.15,-3.05,-4.78,-4.80
13403.20,-2.53,2.42,-4.69,0.33,-0.33,-0.32,-0.18,-2.86,-5.02,-4.95
13537.23,-2.73,2.38,-4.91,0.35,-0.35,-0.33,-0.22,-3.08,-5.26,-5.11
13672.60,-3.08,2.20,-5.13,0.37,-0.37,-0.34,-0.25,-3.44,-5.50,-5.27
13809.33,-3.46,1.97,-5.35,0.39,-0.39,-0.34,-0.29,-3.85,-5.74,-5.43
13947.42,-3.78,1.81,-5.58,0.41,-0.41,-0.35,-0.33,-4.18,-5.99,-5.59
14086.90,-3.96,1.78,-5.81,0.42,-0.42,-0.35,-0.37,-4.38,-6.23,-5.74
14227.77,-4.30,1.58,-6.04,0.44,-0.44,-0.36,-0.41,-4.74,-6.48,-5.87
14370.04,-4.73,1.28,-6.28,0.46,-0.46,-0.36,-0.45,-5.19,-6.74,-6.01
14513.74,-5.10,1.05,-6.52,0.48,-0.48,-0.37,-0.50,-5.58,-6.99,-6.15
14658.88,-5.55,0.73,-6.75,0.49,-0.49,-0.37,-0.55,-6.05,-7.25,-6.28
14805.47,-6.07,0.35,-7.00,0.51,-0.51,-0.38,-0.60,-6.58,-7.51,-6.42
14953.52,-6.56,0.00,-7.24,0.53,-0.53,-0.38,-0.65,-7.09,-7.77,-6.56
15103.06,-7.07,-0.34,-7.49,0.55,-0.55,-0.39,-0.70,-7.61,-8.04,-6.73
15254.09,-7.61,-0.70,-7.74,0.56,-0.56,-0.39,-0.75,-8.18,-8.30,-6.91
15406.63,-7.85,-0.76,-7.99,0.58,-0.58,-0.39,-0.79,-8.43,-8.57,-7.09
15560.70,-8.20,-0.92,-8.25,0.60,-0.60,-0.40,-0.83,-8.80,-8.84,-7.28
15716.30,-8.43,-0.97,-8.50,0.61,-0.61,-0.40,-0.86,-9.04,-9.12,-7.46
15873.47,-8.89,-1.25,-8.76,0.63,-0.63,-0.40,-0.88,-9.52,-9.39,-7.64
16032.20,-9.43,-1.57,-9.03,0.65,-0.65,-0.41,-0.89,-10.07,-9.67,-7.85
16192.52,-10.42,-2.28,-9.29,0.66,-0.66,-0.41,-0.89,-11.08,-9.95,-8.14
16354.45,-11.25,-2.82,-9.56,0.68,-0.68,-0.41,-0.86,-11.93,-10.24,-8.43
16517.99,-11.47,-2.75,-9.83,0.69,-0.69,-0.41,-0.83,-12.17,-10.52,-8.72
16683.17,-11.57,-2.56,-10.10,0.71,-0.71,-0.41,-0.79,-12.28,-10.81,-9.01
16850.01,-11.75,-2.45,-10.38,0.73,-0.73,-0.42,-0.73,-12.47,-11.10,-9.30
17018.51,-11.81,-2.20,-10.65,0.74,-0.74,-0.42,-0.67,-12.55,-11.40,-9.61
17188.69,-12.02,-1.93,-10.93,0.76,-0.76,-0.42,-0.61,-12.78,-11.69,-10.09
17360.58,-12.43,-1.87,-11.22,0.77,-0.77,-0.42,-0.55,-13.20,-11.99,-10.56
17534.18,-12.87,-1.83,-11.50,0.79,-0.79,-0.42,-0.49,-13.66,-12.29,-11.04
17709.53,-13.25,-1.73,-11.79,0.80,-0.80,-0.43,-0.43,-14.05,-12.59,-11.51
17886.62,-13.31,-1.32,-12.08,0.82,-0.82,-0.43,-0.37,-14.13,-12.90,-11.99
18065.49,-13.21,-0.65,-12.37,0.83,-0.83,-0.43,-0.32,-14.04,-13.20,-12.56
18246.14,-12.95,0.35,-12.67,0.84,-0.84,-0.43,-0.28,-13.79,-13.51,-13.30
18428.60,-12.73,1.31,-12.96,0.86,-0.86,-0.43,-0.24,-13.59,-13.82,-14.04
18612.89,-12.52,2.27,-13.27,0.87,-0.87,-0.43,-0.20,-13.39,-14.14,-14.79
18799.02,-12.58,2.96,-13.57,0.89,-0.89,-0.43,-0.17,-13.46,-14.46,-15.53
18987.01,-12.92,3.35,-13.87,0.90,-0.90,-0.43,-0.15,-13.82,-14.77,-16.27
19176.88,-13.40,3.92,-14.18,0.92,-0.92,-0.43,-0.12,-14.31,-15.10,-17.31
19368.65,-13.74,4.64,-14.49,0.93,-0.93,-0.43,-0.10,-14.67,-15.42,-18.38
19562.33,-14.06,5.38,-14.80,0.94,-0.94,-0.43,-0.08,-15.00,-15.75,-19.44
19757.96,-14.56,5.95,-15.12,0.96,-0.96,-0.44,-0.07,-15.52,-16.07,-20.51
19955.54,-15.60,5.97,-15.44,0.97,-0.97,-0.44,-0.05,-16.57,-16.40,-21.57
