frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
6612.88,-5.02,-10.62,-3.66,-9.28,6.02,6.06,4.09,1.00,2.36,5.60
6679.01,-5.07,-10.59,-3.41,-8.95,6.04,6.05,4.22,0.97,2.63,5.52
6745.80,-5.02,-10.46,-3.04,-8.49,6.05,6.04,4.35,1.03,3.01,5.44
6813.26,-4.82,-10.17,-2.61,-7.97,6.04,6.01,4.48,1.22,3.42,5.35
6881.39,-4.82,-10.07,-2.20,-7.46,6.00,5.98,4.61,1.18,3.80,5.25
6950.21,-4.82,-9.98,-1.80,-6.96,5.92,5.92,4.74,1.10,4.12,5.16
7019.71,-4.77,-9.84,-1.42,-6.48,5.80,5.85,4.87,1.03,4.38,5.07
7089.91,-4.66,-9.64,-1.07,-6.03,5.64,5.74,4.99,0.98,4.57,4.98
7160.81,-4.60,-9.48,-0.76,-5.61,5.44,5.62,5.12,0.85,4.68,4.88
7232.41,-4.54,-9.31,-0.51,-5.25,5.22,5.46,5.23,0.69,4.71,4.77
7304.74,-4.38,-9.04,-0.32,-4.94,4.98,5.29,5.35,0.61,4.66,4.66
7377.79,-4.25,-8.80,-0.17,-4.68,4.74,5.09,5.45,0.49,4.56,4.55
7451.56,-4.00,-8.44,-0.06,-4.45,4.50,4.88,5.56,0.50,4.44,4.44
7526.08,-3.58,-7.91,0.01,-4.26,4.29,4.67,5.65,0.71,4.29,4.33
7601.34,-2.92,-7.15,0.05,-4.10,4.11,4.46,5.73,1.20,4.16,4.23
7677.35,-2.32,-6.45,0.07,-3.96,3.96,4.25,5.80,1.65,4.04,4.13
7754.13,-1.49,-5.52,0.07,-3.84,3.84,4.05,5.86,2.35,3.91,4.03
7831.67,-0.48,-4.41,0.06,-3.73,3.73,3.87,5.90,3.25,3.79,3.93
7909.98,0.46,-3.37,0.03,-3.64,3.64,3.69,5.93,4.10,3.66,3.83
7989.08,1.57,-2.16,-0.02,-3.56,3.55,3.53,5.94,5.13,3.54,3.73
8068.98,3.06,-0.56,-0.08,-3.49,3.47,3.38,5.95,6.54,3.40,3.62
8149.67,4.10,0.59,-0.13,-3.41,3.40,3.25,5.92,7.50,3.27,3.51
8231.16,5.16,1.77,-0.18,-3.34,3.33,3.12,5.90,8.49,3.15,3.39
8313.47,5.95,2.67,-0.23,-3.27,3.26,3.01,5.84,9.22,3.03,3.28
8396.61,6.54,3.37,-0.28,-3.19,3.19,2.90,5.79,9.74,2.91,3.17
8480.57,7.13,4.07,-0.34,-3.12,3.12,2.82,5.71,10.26,2.79,3.06
8565.38,7.24,4.31,-0.40,-3.06,3.06,2.73,5.63,10.30,2.65,2.93
8651.03,7.01,4.21,-0.47,-3.00,2.99,2.66,5.52,10.00,2.52,2.80
8737.54,6.69,4.02,-0.53,-2.94,2.92,2.59,5.42,9.62,2.39,2.67
8824.92,6.36,3.82,-0.59,-2.87,2.86,2.54,5.30,9.23,2.27,2.54
8913.17,5.89,3.48,-0.65,-2.81,2.81,2.48,5.18,8.71,2.16,2.41
9002.30,5.68,3.39,-0.72,-2.76,2.77,2.44,5.05,8.45,2.05,2.29
9092.32,5.59,3.45,-0.81,-2.72,2.74,2.40,4.92,8.33,1.93,2.14
9183.25,5.82,3.83,-0.91,-2.70,2.71,2.36,4.78,8.54,1.81,1.99
9275.08,6.47,4.63,-1.02,-2.69,2.70,2.33,4.64,9.17,1.68,1.84
9367.83,6.75,5.05,-1.14,-2.70,2.69,2.31,4.50,9.45,1.55,1.70
9461.51,6.33,4.78,-1.27,-2.71,2.70,2.29,4.36,9.04,1.44,1.55
9556.12,6.05,4.66,-1.39,-2.72,2.72,2.27,4.23,8.78,1.33,1.39
9651.68,6.15,4.94,-1.51,-2.74,2.75,2.26,4.09,8.90,1.23,1.21
9748.20,6.19,5.15,-1.64,-2.75,2.77,2.25,3.95,8.96,1.13,1.04
9845.68,5.55,4.69,-1.76,-2.77,2.79,2.24,3.82,8.34,1.02,0.86
9944.14,5.03,4.34,-1.90,-2.81,2.80,2.24,3.69,7.83,0.90,0.69
10043.58,4.25,3.73,-2.05,-2.86,2.80,2.23,3.57,7.06,0.75,0.52
10144.02,3.52,3.17,-2.19,-2.83,2.80,2.24,3.45,6.32,0.61,0.35
10245.46,2.87,2.69,-2.33,-2.79,2.79,2.24,3.33,5.66,0.46,0.18
10347.91,1.58,1.57,-2.47,-2.76,2.77,2.25,3.22,4.36,0.30,0.01
10451.39,0.74,0.90,-2.62,-2.73,2.75,2.25,3.10,3.49,0.13,-0.16
10555.91,0.19,0.52,-2.77,-2.70,2.72,2.26,3.00,2.91,-0.05,-0.33
10661.46,-0.08,0.43,-2.92,-2.68,2.68,2.27,2.90,2.61,-0.24,-0.51
10768.08,-0.67,0.04,-3.08,-2.65,2.65,2.28,2.81,1.99,-0.43,-0.71
10875.76,-1.69,-0.79,-3.24,-2.63,2.63,2.30,2.72,0.94,-0.62,-0.90
10984.52,-2.20,-1.10,-3.41,-2.60,2.60,2.31,2.63,0.41,-0.80,-1.10
11094.36,-2.85,-1.55,-3.57,-2.58,2.58,2.33,2.55,-0.27,-1.00,-1.30
11205.31,-3.91,-2.42,-3.75,-2.56,2.56,2.34,2.47,-1.35,-1.19,-1.49
11317.36,-4.85,-3.14,-3.92,-2.54,2.54,2.36,2.40,-2.31,-1.38,-1.71
11430.53,-5.75,-3.82,-4.10,-2.52,2.52,2.38,2.34,-3.23,-1.58,-1.93
11544.84,-6.68,-4.54,-4.28,-2.50,2.50,2.40,2.27,-4.18,-1.78,-2.14
11660.29,-7.54,-5.18,-4.47,-2.48,2.48,2.41,2.22,-5.05,-1.99,-2.36
11776.89,-7.90,-5.32,-4.66,-2.47,2.47,2.43,2.16,-5.43,-2.19,-2.58
11894.66,-8.42,-5.65,-4.85,-2.45,2.45,2.45,2.12,-5.96,-2.40,-2.77
12013.60,-10.68,-7.71,-5.05,-2.44,2.44,2.47,2.07,-8.24,-2.61,-2.97
12133.74,-12.51,-9.35,-5.25,-2.43,2.43,2.49,2.04,-10.08,-2.82,-3.16
12255.08,-14.75,-11.40,-5.45,-2.42,2.42,2.51,2.00,-12.33,-3.04,-3.35
12377.63,-15.03,-11.49,-5.66,-2.41,2.41,2.52,1.98,-12.62,-3.25,-3.54
12501.41,-14.63,-10.90,-5.87,-2.40,2.40,2.54,1.95,-12.23,-3.47,-3.73
12626.42,-14.81,-10.89,-6.08,-2.39,2.39,2.56,1.94,-12.42,-3.69,-3.92
12752.68,-14.52,-10.41,-6.30,-2.38,2.38,2.58,1.92,-12.13,-3.92,-4.11
12880.21,-13.57,-9.27,-6.52,-2.38,2.38,2.59,1.92,-11.19,-4.15,-4.30
13009.01,-12.92,-8.43,-6.75,-2.37,2.37,2.61,1.92,-10.54,-4.37,-4.49
13139.10,-11.96,-7.28,-6.97,-2.37,2.37,2.63,1.93,-9.59,-4.61,-4.68
13270.49,-11.14,-6.28,-7.21,-2.37,2.37,2.64,1.94,-8.77,-4.84,-4.86
13403.20,-11.18,-6.17,-7.44,-2.37,2.37,2.66,1.96,-8.81,-5.08,-5.01
13537.23,-11.48,-6.31,-7.68,-2.37,2.37,2.67,1.98,-9.11,-5.31,-5.17
13672.60,-11.46,-6.13,-7.92,-2.37,2.37,2.68,2.02,-9.09,-5.56,-5.33
13809.33,-11.54,-6.05,-8.17,-2.37,2.37,2.70,2.06,-9.17,-5.80,-5.49
13947.42,-11.23,-5.58,-8.42,-2.37,2.37,2.71,2.11,-8.85,-6.04,-5.65
14086.90,-10.33,-4.53,-8.67,-2.38,2.38,2.72,2.17,-7.95,-6.29,-5.80
14227.77,-9.79,-3.86,-8.93,-2.39,2.39,2.73,2.24,-7.40,-6.54,-5.93
14370.04,-9.38,-3.31,-9.19,-2.39,2.39,2.74,2.31,-6.98,-6.79,-6.07
14513.74,-8.61,-2.40,-9.45,-2.40,2.40,2.75,2.40,-6.21,-7.05,-6.21
14658.88,-8.03,-1.69,-9.72,-2.41,2.41,2.76,2.49,-5.62,-7.31,-6.34
14805.47,-7.90,-1.42,-9.99,-2.42,2.42,2.77,2.59,-5.48,-7.57,-6.48
14953.52,-8.10,-1.48,-10.26,-2.43,2.43,2.78,2.69,-5.66,-7.83,-6.62
15103.06,-8.58,-1.79,-10.54,-2.45,2.45,2.78,2.79,-6.13,-8.09,-6.79
15254.09,-9.90,-2.93,-10.82,-2.46,2.46,2.79,2.89,-7.44,-8.36,-6.97
15406.63,-10.51,-3.36,-11.11,-2.48,2.48,2.79,2.98,-8.03,-8.63,-7.15
15560.70,-11.51,-4.17,-11.39,-2.49,2.49,2.80,3.06,-9.01,-8.90,-7.34
15716.30,-11.86,-4.34,-11.69,-2.51,2.51,2.80,3.11,-9.35,-9.18,-7.52
15873.47,-12.09,-4.39,-11.98,-2.53,2.53,2.81,3.14,-9.56,-9.45,-7.70
16032.20,-12.06,-4.15,-12.28,-2.55,2.55,2.81,3.13,-9.51,-9.73,-7.91
16192.52,-13.46,-5.26,-12.58,-2.57,2.57,2.82,3.09,-10.89,-10.01,-8.20
16354.45,-14.57,-6.08,-12.89,-2.59,2.59,2.82,2.99,-11.97,-10.30,-8.49
16517.99,-15.50,-6.72,-13.20,-2.61,2.61,2.82,2.87,-12.88,-10.58,-8.78
16683.17,-16.32,-7.25,-13.51,-2.64,2.64,2.82,2.70,-13.68,-10.87,-9.07
16850.01,-16.64,-7.28,-13.83,-2.66,2.66,2.82,2.52,-13.97,-11.16,-9.36
17018.51,-16.71,-7.04,-14.15,-2.69,2.69,2.82,2.31,-14.01,-11.45,-9.67
17188.69,-17.02,-6.87,-14.47,-2.72,2.72,2.83,2.10,-14.30,-11.75,-10.15
17360.58,-17.50,-6.88,-14.80,-2.75,2.75,2.83,1.89,-14.75,-12.05,-10.62
17534.18,-18.49,-7.39,-15.13,-2.78,2.78,2.83,1.69,-15.71,-12.35,-11.10
17709.53,-19.07,-7.50,-15.46,-2.81,2.81,2.83,1.49,-16.26,-12.65,-11.57
17886.62,-18.25,-6.20,-15.80,-2.84,2.84,2.83,1.31,-15.40,-12.95,-12.05
18065.49,-17.17,-4.55,-16.14,-2.88,2.88,2.83,1.15,-14.29,-13.26,-12.62
18246.14,-15.88,-2.52,-16.48,-2.91,2.91,2.83,1.00,-12.96,-13.57,-13.36
18428.60,-14.93,-0.83,-16.83,-2.95,2.95,2.83,0.87,-11.98,-13.88,-14.10
18612.89,-14.11,0.74,-17.18,-2.99,2.99,2.83,0.74,-11.12,-14.20,-14.85
18799.02,-13.67,1.92,-17.54,-3.02,3.02,2.82,0.64,-10.64,-14.51,-15.59
18987.01,-13.76,2.57,-17.90,-3.06,3.06,2.82,0.54,-10.69,-14.83,-16.33
19176.88,-14.43,2.94,-18.26,-3.10,3.10,2.82,0.46,-11.32,-15.15,-17.37
19368.65,-14.73,3.71,-18.62,-3.15,3.15,2.82,0.38,-11.58,-15.48,-18.44
19562.33,-14.44,5.06,-18.99,-3.19,3.19,2.82,0.32,-11.25,-15.80,-19.50
19757.96,-13.41,7.16,-19.37,-3.23,3.23,2.82,0.26,-10.17,-16.13,-20.57
19955.54,-13.06,8.57,-19.74,-3.28,3.28,2.82,0.19,-9.78,-16.46,-21.63
