frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
6813.26,9.00,4.00,7.15,2.14,-2.59,-2.39,-0.79,6.42,4.56,5.00
6881.39,8.70,3.80,6.59,1.68,-2.32,-2.10,-0.87,6.39,4.28,4.90
6950.21,8.35,3.54,6.03,1.22,-2.05,-1.82,-0.95,6.30,3.98,4.81
7019.71,7.96,3.24,5.49,0.77,-1.79,-1.55,-1.03,6.17,3.70,4.72
7089.91,7.52,2.89,4.98,0.37,-1.53,-1.31,-1.10,5.99,3.45,4.63
7160.81,7.05,2.52,4.52,0.02,-1.27,-1.07,-1.18,5.78,3.25,4.53
7232.41,6.54,2.12,4.12,-0.27,-1.01,-0.87,-1.25,5.53,3.11,4.42
7304.74,5.99,1.68,3.78,-0.49,-0.74,-0.67,-1.32,5.26,3.05,4.31
7377.79,5.40,1.20,3.51,-0.65,-0.45,-0.50,-1.38,4.95,3.05,4.20
7451.56,4.79,0.70,3.28,-0.76,-0.18,-0.33,-1.44,4.62,3.10,4.09
7526.08,4.15,0.17,3.10,-0.82,0.07,-0.19,-1.50,4.23,3.17,3.98
7601.34,3.49,-0.39,2.96,-0.85,0.29,-0.05,-1.56,3.78,3.25,3.88
7677.35,2.82,-0.96,2.84,-0.84,0.46,0.06,-1.60,3.29,3.31,3.78
7754.13,2.16,-1.52,2.75,-0.81,0.59,0.17,-1.65,2.75,3.34,3.68
7831.67,1.51,-2.07,2.67,-0.76,0.67,0.25,-1.69,2.18,3.34,3.58
7909.98,0.86,-2.62,2.61,-0.70,0.69,0.33,-1.73,1.56,3.30,3.48
7989.08,0.21,-3.17,2.55,-0.64,0.68,0.39,-1.75,0.89,3.23,3.38
8068.98,-0.41,-3.68,2.50,-0.57,0.62,0.44,-1.78,0.22,3.12,3.27
8149.67,-1.01,-4.17,2.44,-0.49,0.54,0.47,-1.80,-0.46,2.99,3.16
8231.16,-1.56,-4.60,2.39,-0.42,0.45,0.49,-1.81,-1.11,2.84,3.04
8313.47,-2.08,-5.01,2.33,-0.35,0.36,0.49,-1.82,-1.72,2.69,2.93
8396.61,-2.56,-5.38,2.27,-0.29,0.29,0.49,-1.82,-2.26,2.56,2.82
8480.57,-2.99,-5.70,2.20,-0.23,0.23,0.46,-1.82,-2.76,2.43,2.71
8565.38,-3.37,-5.95,2.13,-0.17,0.17,0.44,-1.81,-3.19,2.31,2.58
8651.03,-3.72,-6.17,2.06,-0.12,0.12,0.39,-1.80,-3.59,2.18,2.45
8737.54,-4.02,-6.34,1.98,-0.08,0.08,0.34,-1.79,-3.94,2.05,2.32
8824.92,-4.28,-6.47,1.89,-0.04,0.04,0.27,-1.77,-4.24,1.93,2.19
8913.17,-4.53,-6.59,1.80,-0.01,0.01,0.21,-1.75,-4.52,1.81,2.06
9002.30,-4.75,-6.69,1.71,0.02,-0.02,0.13,-1.73,-4.77,1.68,1.94
9092.32,-4.97,-6.76,1.61,0.04,-0.04,0.05,-1.70,-5.01,1.56,1.79
9183.25,-5.18,-6.82,1.50,0.06,-0.06,-0.04,-1.68,-5.23,1.44,1.64
9275.08,-5.38,-6.87,1.39,0.07,-0.07,-0.13,-1.65,-5.44,1.32,1.49
9367.83,-5.57,-6.92,1.28,0.07,-0.07,-0.22,-1.62,-5.64,1.21,1.35
9461.51,-5.74,-6.94,1.16,0.07,-0.06,-0.32,-1.60,-5.80,1.10,1.20
9556.12,-5.90,-6.94,1.04,0.06,-0.04,-0.41,-1.57,-5.94,1.00,1.04
9651.68,-6.02,-6.88,0.91,0.04,-0.02,-0.51,-1.54,-6.03,0.89,0.86
9748.20,-6.10,-6.79,0.78,0.01,0.01,-0.61,-1.52,-6.09,0.78,0.69
9845.68,-6.14,-6.65,0.64,-0.02,0.03,-0.70,-1.49,-6.11,0.67,0.51
9944.14,-6.10,-6.44,0.50,-0.06,0.04,-0.80,-1.47,-6.06,0.54,0.34
10043.58,-6.00,-6.17,0.36,-0.10,0.05,-0.90,-1.45,-5.95,0.40,0.17
10144.02,-5.83,-5.83,0.22,-0.07,0.04,-0.99,-1.43,-5.78,0.27,0.00
10245.46,-5.59,-5.42,0.09,-0.03,0.03,-1.09,-1.41,-5.56,0.12,-0.17
10347.91,-5.26,-4.92,-0.05,0.01,0.00,-1.18,-1.40,-5.26,-0.05,-0.34
10451.39,-4.85,-4.34,-0.18,0.05,-0.04,-1.27,-1.39,-4.88,-0.22,-0.51
10555.91,-4.38,-3.70,-0.32,0.09,-0.08,-1.36,-1.38,-4.46,-0.40,-0.68
10661.46,-3.83,-2.97,-0.45,0.14,-0.13,-1.44,-1.37,-3.96,-0.59,-0.86
10768.08,-3.21,-2.15,-0.59,0.19,-0.19,-1.53,-1.36,-3.39,-0.78,-1.06
10875.76,-2.55,-1.30,-0.73,0.24,-0.24,-1.61,-1.36,-2.78,-0.96,-1.25
10984.52,-1.84,-0.39,-0.86,0.29,-0.29,-1.69,-1.36,-2.13,-1.15,-1.45
11094.36,-1.10,0.55,-1.00,0.35,-0.35,-1.77,-1.37,-1.44,-1.34,-1.65
11205.31,-0.35,1.49,-1.13,0.40,-0.40,-1.85,-1.37,-0.75,-1.54,-1.84
11317.36,0.37,2.43,-1.27,0.46,-0.46,-1.93,-1.38,-0.09,-1.73,-2.06
11430.53,1.10,3.38,-1.41,0.52,-0.52,-2.00,-1.40,0.58,-1.93,-2.28
11544.84,1.79,4.28,-1.54,0.59,-0.59,-2.08,-1.41,1.21,-2.13,-2.49
11660.29,2.43,5.14,-1.68,0.65,-0.65,-2.14,-1.44,1.78,-2.33,-2.71
11776.89,3.02,5.95,-1.82,0.72,-0.72,-2.21,-1.46,2.30,-2.54,-2.93
11894.66,3.55,6.67,-1.95,0.79,-0.79,-2.28,-1.49,2.76,-2.75,-3.12
12013.60,4.02,7.34,-2.09,0.87,-0.87,-2.35,-1.52,3.16,-2.96,-3.32
12133.74,4.40,7.91,-2.23,0.94,-0.94,-2.41,-1.56,3.46,-3.17,-3.51
12255.08,4.70,8.40,-2.36,1.02,-1.02,-2.47,-1.60,3.68,-3.38,-3.70
12377.63,4.92,8.81,-2.50,1.10,-1.10,-2.53,-1.65,3.82,-3.60,-3.89
12501.41,5.08,9.16,-2.64,1.18,-1.18,-2.58,-1.70,3.90,-3.82,-4.08
12626.42,5.16,9.43,-2.77,1.27,-1.27,-2.64,-1.76,3.89,-4.04,-4.27
12752.68,5.19,9.65,-2.91,1.36,-1.36,-2.69,-1.83,3.84,-4.27,-4.46
12880.21,5.17,9.82,-3.05,1.45,-1.45,-2.74,-1.90,3.73,-4.49,-4.65
13009.01,5.11,9.95,-3.18,1.54,-1.54,-2.79,-1.98,3.58,-4.72,-4.84
13139.10,5.02,10.05,-3.32,1.63,-1.63,-2.84,-2.07,3.39,-4.95,-5.03
13270.49,4.91,10.12,-3.46,1.73,-1.73,-2.89,-2.16,3.19,-5.19,-5.21
13403.20,4.76,10.12,-3.60,1.83,-1.83,-2.93,-2.27,2.94,-5.42,-5.36
13537.23,4.58,10.10,-3.73,1.93,-1.93,-2.97,-2.39,2.66,-5.66,-5.52
13672.60,4.35,10.03,-3.87,2.03,-2.03,-3.01,-2.52,2.32,-5.90,-5.68
13809.33,4.07,9.91,-4.01,2.14,-2.14,-3.05,-2.65,1.94,-6.15,-5.84
13947.42,3.70,9.70,-4.15,2.24,-2.24,-3.09,-2.81,1.46,-6.39,-6.00
14086.90,3.21,9.36,-4.29,2.35,-2.35,-3.12,-2.97,0.86,-6.64,-6.15
14227.77,2.61,8.89,-4.42,2.47,-2.47,-3.15,-3.15,0.15,-6.89,-6.28
14370.04,1.91,8.33,-4.56,2.58,-2.58,-3.19,-3.34,-0.67,-7.14,-6.42
14513.74,1.09,7.65,-4.70,2.70,-2.70,-3.22,-3.55,-1.61,-7.40,-6.56
14658.88,0.17,6.86,-4.84,2.82,-2.82,-3.24,-3.76,-2.64,-7.66,-6.69
14805.47,-0.81,6.02,-4.98,2.94,-2.94,-3.27,-3.99,-3.75,-7.92,-6.83
14953.52,-1.82,5.15,-5.11,3.06,-3.06,-3.30,-4.23,-4.88,-8.18,-6.97
15103.06,-2.85,4.29,-5.25,3.19,-3.19,-3.32,-4.47,-6.04,-8.44,-7.14
15254.09,-3.87,3.45,-5.39,3.32,-3.32,-3.34,-4.70,-7.18,-8.71,-7.32
15406.63,-4.86,2.64,-5.53,3.45,-3.45,-3.36,-4.91,-8.31,-8.98,-7.50
15560.70,-5.81,1.88,-5.67,3.58,-3.58,-3.38,-5.11,-9.39,-9.25,-7.69
15716.30,-6.68,1.19,-5.81,3.72,-3.72,-3.40,-5.24,-10.39,-9.52,-7.87
15873.47,-7.47,0.58,-5.95,3.85,-3.85,-3.42,-5.34,-11.32,-9.80,-8.05
16032.20,-8.16,0.10,-6.08,3.99,-3.99,-3.44,-5.34,-12.15,-10.08,-8.26
16192.52,-8.75,-0.20,-6.22,4.14,-4.14,-3.45,-5.29,-12.88,-10.36,-8.55
16354.45,-9.24,-0.40,-6.36,4.28,-4.28,-3.47,-5.14,-13.52,-10.64,-8.84
16517.99,-9.62,-0.49,-6.50,4.43,-4.43,-3.48,-4.93,-14.04,-10.93,-9.13
16683.17,-9.94,-0.52,-6.64,4.58,-4.58,-3.49,-4.64,-14.51,-11.22,-9.42
16850.01,-10.21,-0.50,-6.78,4.73,-4.73,-3.50,-4.33,-14.94,-11.51,-9.71
17018.51,-10.46,-0.44,-6.92,4.88,-4.88,-3.51,-3.97,-15.34,-11.80,-10.02
17188.69,-10.68,-0.18,-7.06,5.04,-5.04,-3.52,-3.61,-15.71,-12.10,-10.50
17360.58,-10.87,0.10,-7.20,5.20,-5.20,-3.53,-3.24,-16.06,-12.39,-10.97
17534.18,-11.03,0.42,-7.34,5.36,-5.36,-3.54,-2.89,-16.38,-12.69,-11.45
17709.53,-11.17,0.75,-7.48,5.52,-5.52,-3.55,-2.56,-16.69,-13.00,-11.92
17886.62,-11.27,1.13,-7.62,5.69,-5.69,-3.56,-2.25,-16.95,-13.30,-12.40
18065.49,-11.32,1.65,-7.76,5.85,-5.85,-3.56,-1.97,-17.17,-13.61,-12.97
18246.14,-11.37,2.34,-7.90,6.02,-6.02,-3.57,-1.71,-17.39,-13.92,-13.71
18428.60,-11.40,3.05,-8.04,6.19,-6.19,-3.57,-1.48,-17.59,-14.23,-14.45
18612.89,-11.38,3.82,-8.18,6.37,-6.37,-3.58,-1.27,-17.74,-14.54,-15.20
18799.02,-11.35,4.59,-8.32,6.55,-6.55,-3.58,-1.09,-17.89,-14.86,-15.94
18987.01,-11.29,5.39,-8.46,6.72,-6.72,-3.59,-0.93,-18.01,-15.18,-16.68
19176.88,-11.19,6.53,-8.60,6.91,-6.91,-3.59,-0.78,-18.09,-15.50,-17.72
19368.65,-11.07,7.72,-8.74,7.09,-7.09,-3.59,-0.65,-18.16,-15.83,-18.79
19562.33,-10.92,8.93,-8.88,7.27,-7.27,-3.60,-0.54,-18.19,-16.15,-19.85
19757.96,-10.73,10.19,-9.02,7.46,-7.46,-3.60,-0.43,-18.19,-16.48,-20.92
19955.54,-10.52,11.46,-9.16,7.65,-7.65,-3.60,-0.32,-18.17,-16.81,-21.98
